uid;parent_uid;title;catnum
md_stats_new_b2b_clients;md_stats_old;Новые клиенты B2B за неделю (коммерческий бэклог);1.26.84
md_stats_new_b2c;md_stats_old;Динамика подключения новых абонентов B2C;1.26.42
md_stats_new_connect;md_stats;Отчет по новым включениям;1.128.47
md_stats_new_connected_houses;md_stats_old;Новые подключенные дома;1.26.132
md_stats_new_sales;md_stats;Отчёт по менеджерам (новые продажи/отток);1.128.45
md_stats_new_staff;md_stats_old;Отчет по оформленным сотрудникам;1.26.83
md_stats_nodogovor;md_stats;Абоненты с файлами договора / без файлов;1.128.108
md_stats_nps;md_stats;Отчет по оценке NPS абонентов в ЛК;1.128.86
md_stats_nps_survey;md_stats;Абоненты с опросом NPS;1.128.98
md_stats_obzvon;md_stats_old;Отчет для модуля обзвона с понедельным трафиком;1.26.155
md_stats_old;NULL;Отчёты;1.26
md_stats_ordcorp;md_stats_old;Динамика работы по заявкам B2B;1.26.5
md_stats_orders;md_stats_old;Заявки B2C по каналам и районам;1.26.15
md_stats_orders_change_address;md_stats_old;Смены адресов заявок;1.26.124
md_stats_orders_write_off;md_stats_old;Отчет по списанию в заявках;1.26.60
md_stats_order_transfer;md_stats_old;Статистика по переносам заявок B2C;1.26.90
md_stats_ordlog;md_stats;Лог статусов по заявкам B2C;1.128.21
md_stats_ord_export;md_stats_old;Статистика по заявкам ;1.26.181
md_stats_org_debt_matrix;md_stats_old;Дебиторская задолженность по организации (матрица);1.26.185
md_stats_otciot;md_stats_old+;Статистика: B2C;1.26.66
md_stats_otciot2;md_stats_old;Автоматизация процесса расчета комиссии;1.26.165
md_stats_otciot_bezfio;md_stats_old;Статистика по заявкам B2C;1.26.11
md_stats_ott_pay;md_stats_old;Статистика оплаты услуги ОТТ;1.26.178
md_stats_ott_users_money;md_stats_old;Учет средств по услугам абонентам ОТТ;1.26.177
md_stats_page;md_stats;Статистика посещения страницы;1.128.3
md_stats_payments;md_stats_old;График по платежам в разрезе плат систем;1.26.25
md_stats_payments_by_dom;md_stats_old;Платежи за месяц по адресу;1.26.175
md_stats_payonline;md_stats;Отчет по онлайн платежам;1.128.35
md_stats_pay_by_cifra1;md_stats_old;Платежи по всем организациям;1.26.173
md_stats_pay_by_day;md_stats_old;Платежи B2C/B2B по дням;1.26.20
md_stats_pay_by_irc;md_stats_old;Отчет по платежам по клиентам ИРЦ;1.26.188
md_stats_penetration_aab;md_stats_old;Проникновение ААБ;1.26.73
md_stats_perenos;md_stats_old;Статистика по перенесенным заявкам;1.26.55
md_stats_perezagruzka;md_stats;Зачисления по акции «Перезагрузка»;1.128.60
md_stats_perstrf;md_stats_old;Статистика по Персональному интернету;1.26.98
md_stats_phoneabon;md_stats;Отчёт по абонентам телефонии;1.128.90
md_stats_phone_no_per_b2c;md_stats;Телефония B2C с оплатой и без периода;1.128.34
md_stats_phone_no_traffic;md_stats_old;Отчет по отсутствующему трафику по телефонии;1.26.170
md_stats_phys_terminated;md_stats;Статистика по расторгнутым договорам физлиц;1.128.76
md_stats_plan_change_tarif;md_stats;Допродажа услуг - смена ТП;1.128.114
md_stats_presale_leads;md_stats;Presale. Выгрузка лидов;1.128.57
md_stats_prich;md_stats_old;Статистика по причинам отказов (TT);1.26.8
md_stats_promise_payment;md_stats;Отчет по обещанному платежу;1.128.62
md_stats_rasprtt;md_stats_old;Статистика ТТ по районам и характеристикам;1.26.48
md_stats_react;md_stats_old;Отчет по реактивации - все звонки;1.26.160
md_stats_remote_telesales;md_stats_old;Удаленные телемаркетологи (статистика);1.26.125
md_stats_rent;md_stats;Отчет по списку доходно-расходных договоров;1.128.93
md_stats_rentabel_uk;md_stats_old;Новый отчёт определения рентабельности по УК;1.26.195
md_stats_rentsoft;md_stats;Заргузка и расчёт сумм по продуктам Рентсофт;1.128.30
md_stats_rent_equipment;md_stats;Отчет по аренде оборудования;1.128.67
md_stats_report_delivery_methods;md_stats_old;Отчет по способам доставки по юр.лицам;1.26.196
md_stats_revenue;md_stats_old;Revenue-Total;1.26.137
md_stats_revenue_by_house;md_stats_old;Выручка по домам, владельцам, контрагентам;1.26.146
md_stats_router_sales;md_stats_old;Продажи роутеров по месяцам;1.26.24
md_stats_rvzd;md_stats_old;Реестр выгрузки закрывающих документов;1.26.180
md_stats_sales_fttb_ir;md_stats_old;Статистика FTTB Internet Requests received;1.26.26
md_stats_sales_fttb_ni;md_stats_old;Статистика FTTB Internet New subscribers;1.26.101
md_stats_sales_in_tur2;md_stats_old;Отчёт по мотивации продаж ШПД по TuR  0-2;1.26.150
md_stats_sale_book;md_stats;Выгрузка книги продаж по услугам;1.128.11
md_stats_sale_channels;md_stats_old;Воронка продаж B2C по каналам продаж;1.26.72
md_stats_sale_tv;md_stats;Отчёт по допродажам ТВ;1.128.112
md_stats_services;md_stats;Статистика использования В2С абонентами Платных сервисов и Дополнительных услуг 2КОМ;1.128.8
md_stats_service_availibility;md_stats_old;Показатель доступности сервиса у абонентов;1.26.18
md_stats_setevik;md_stats_old;Статистика по эксплуатации (TT);1.26.64
md_stats_smotreshka_users;md_stats_old;Статистика по активным абонентам со смотрешкой;1.26.184
md_stats_sms;md_stats;Отчет по подсчету смс трафика;1.128.5
md_stats_sms_hotspot;md_stats;Подсчет SMS трафика по Hotspot;1.128.9
md_stats_sms_periods;md_stats;СМС за периоды;1.128.109
md_stats_softline;md_stats;Отчет по услугам Софтлайн;1.128.64
md_stats_special_phone_calls;md_stats_old;Звонки на телефонные номера отдела подбора;1.26.151
md_stats_stated_avr_tt;md_stats_old;Отчет по назначенным ТТ в график АВР;1.26.197
md_stats_stated_tt;md_stats_old;Отчет по назначенным ТТ в график;1.26.118
md_stats_take_up_rate;md_stats_old;Take Up Rate;1.26.29
md_stats_tarifper;md_stats_old;Отчет по тарифам B2C за период;1.26.61
md_stats_tarif_change;md_stats_old;Статистика по смене тарифа за период;1.26.168
md_stats_tarif_proportion;md_stats_old;Процентное соотношение тарифов в текущем месяце;1.26.23
md_stats_taskopen;md_stats;Статистика по посещению задач;1.128.32
md_stats_tbot_advertising;md_stats;Отчет о рекламе через бот;1.128.117
md_stats_telehours;md_stats_old;Загруженность телемаркетинга по часам;1.26.77
md_stats_telephony;md_stats_old;Отчет по звонкам на рекламные номера;1.26.111
md_stats_telephonyadm;md_stats;Oтчёт по обработке событий неуправляемой телефонии;1.128.31
md_stats_telesales;md_stats_old;Статистика по телепродажам B2C;1.26.56
md_stats_tinkling;md_stats_old;Отчет по модулю Перезвон;1.26.122
md_stats_TMC_needs;md_stats_old;Отчeт по потребностям ТМЦ (по модулю Расходы);1.26.113
md_stats_today_gp;md_stats_old;Статистика по ГП за текущий день;1.26.40
md_stats_transferred_calls;md_stats_old;Отчет  по трансферам НРК;1.26.145
md_stats_troublemail;md_stats_old;Отчет по интернет-корреспонденции;1.26.95
md_stats_troublepayment;md_stats_old;Отчeт по корректировкам платежей;1.26.119
md_stats_trouble_dit;md_stats;Выгрузка TT DIT;1.128.66
md_stats_trouble_recourse;md_stats;Отчет по повторным обращениям по ТТ;1.128.20
md_stats_ttnew;md_stats;Статистика по ТТ New;1.128.22
md_stats_tt_alarm;md_stats;Отчёт по аварийности и оттоку;1.128.2
md_stats_tt_device;md_stats;Отчет по ТТ в разрезе активного оборудования;1.128.4
md_stats_tt_dolg;md_stats;Отчет по реактивации - задолженность;1.128.97
md_stats_tt_incident;md_stats_old;Активные абоненты в момент "жизни" инцидента;1.26.167
md_stats_tt_lead_to_annulment;md_stats_old;Отчет ТТ на расторжение;1.26.121
md_stats_tt_period;md_stats;Отчет по ТТ за период;1.128.10
md_stats_tt_processing;md_stats;Отчёт по проработке ТТ;1.128.25
md_stats_tt_remont;md_stats;Отчёт по ТТ с ремонтом;1.128.27
md_stats_tv;md_tv_channels;Статистика по ТВ каналам;1.50.2
md_stats_tvinpersoninternet;md_stats_old;ТВ в продажах персонального интернета;1.26.141
md_stats_tv_clients;md_stats;Активные абоненты Алмател ТВ на конец месяца;1.128.80
md_stats_tv_sales;md_stats_old;Отчёт по продажам ТВ;1.26.154
md_stats_type_inclusion;md_stats;Отчет по выручке в разрезе типов включения;1.128.46
md_stats_usernew;md_stats_old;Статистика: принятые сотрудники;1.26.80
md_stats_users;md_stats_old;Отчет по сотрудникам;1.26.158
md_stats_users_activity;md_stats;Активность сотрудников в ВФ;1.128.102
md_stats_users_actual;md_stats_old;Актуальные данные по количеству принятых и уволенных сотрудников;1.26.166
md_stats_users_filled_data;md_stats_old;Статистика по заполненности полей у сотрудников;1.26.103
md_stats_user_calls;md_stats_old;Информация по звонкам сотрудников;1.26.85
md_stats_usl_and_serv;md_stats_old;Отчет по услугам и сервисам за период;1.26.187
md_stats_ustanoborud;md_stats;Расчет с поставщиками по схеме консигнация;1.128.79
md_stats_ustr_revenue;md_stats;Отчёт по выручке в сегменте сети;1.128.24
md_stats_uzels;md_stats;Начисления абонентов по узлам;1.128.111
md_stats_vassales_b2c;md_stats_old;Отчет по продажам VAS услуг;1.26.148
md_stats_vats_abon;md_stats;Отчёт ВАТС по абонентам;1.128.85
md_stats_VIP_VZ;md_stats;Клиенты категории VIP и VZ;1.128.118
md_stats_vsesrazu;md_stats_old;Отчет по услуге «Все Сразу»;1.26.162
md_stats_vsesrazu_podcl;md_stats_old;Отчёт по подключениям услуги ;1.26.171
md_stats_workers_count;md_stats_old;Отчет по численности персонала;1.26.50
md_stats_workers_transfer;md_stats_old;Отчет по переводам сотрудников;1.26.86
md_stats_workgraph;md_stats_old;Статистика занятности графиков B2C;1.26.136
md_stat_actions;md_stats_old;Статистика по акциям B2C;1.26.46
md_survey;NULL;Опросник HAY;1.161
md_tabel_access;md_admin;Админ - Доступ к заполнению табелей отделов;1.51.11
md_tabel_calendar;md_tabel_new;Табель - рабочий календарь;1.43.1
md_tabel_close_month;md_tabel_new;Табель - закрытие месяца;1.43.3
md_tabel_graph;md_tabel_new;Табель - редактирование графика работы;1.43.2
md_tabel_new;NULL;Табель;1.43
md_tabel_planning;NULL;Табель - планирование посещаемости сотрудников продаж;1.110
md_tabel_superedit;md_tabel_new;Табель - редактирование периода закрытого роботом;1.43.4
md_task_points;md_scheduler;Проекты: чеклисты;1.10.4
md_task_points_edit;md_task_points;Проекты: чеклисты - редактирование;1.10.4.1
md_task_points_setuser;md_task_points;Проекты: чеклисты - планирование исполнителей;1.10.4.2
md_task_points_tracker;md_task_points;Треккер задач (по чеклистам);1.10.4.3
md_task_shtraf;NULL;Нарушения;1.27
md_task_shtraf_confirm;md_task_shtraf;Нарушения: подтверждение;1.27.1
md_task_sid;md_scheduler;Задачи: отвязка чужих задач;1.10.2
md_tbot;NULL;Обработка TT / B2C;1.163
md_tehnik_zp;md_menu_pay;Расчёт зарплаты техникам;1.28.2
md_tehnik_zp_new;md_menu_pay;Расчёт зарплаты техникам новый;1.28.5
md_teleb2b;NULL;Телепродажи B2B;1.121
md_telephony_fop;NULL;FOP панель;1.118
md_telephony_fop_manager;md_telephony_fop;Менеджер FOP;1.118.1
md_telephony_stats;NULL;Доступ к статистике телефонии;1.119
md_telequest;NULL;Опросы;1.108
md_telequest_all;md_telequest;Телеопрос: cоздание опросов на всю компанию;1.105.1
md_telequest_direction;md_telequest;Телеопрос: cоздание опросов на всю дирекцию;1.105.2
md_telesales;NULL;Телепродажи B2C;1.33
md_troubleaccess;NULL;TroubleAccess;1.8
md_troublebonus;md_admin;Trouble - бонусные коэфициенты;1.51.12
md_troublecorp;NULL;B2B TroubleTickets;1.6
md_troublecorp_close;md_troublecorp;Корп. Trouble: закрытие заданий;1.6.1
md_troublemail;NULL;Почтовый Trouble;1.7
md_troublemail_reply;md_troublemail;Почтовый Trouble - ответы на письма;1.7.1
md_troublemail_spam;md_troublemail;Почтовый Trouble - просмотр спама;1.7.3
md_troublemail_tosser;md_troublemail;Почтовый Trouble - тоссер;1.7.2
md_troubleticket;NULL;TroubleTicket;1.4
md_trouble_aktcheck;md_troubleticket;TroubleTicket: Установка [Документы приняты];1.4.15
md_trouble_alarmer;md_troubleticket;TroubleTicket: изменение Инцидента + ГП;1.4.4
md_trouble_alarmtime;md_troubleticket;TroubleTicket: срок решения Инцидента;1.4.8
md_trouble_alarm_sms_mass;md_troubleticket;Массовая рассылка sms абонентам зоны поражения по инциденту;1.4.16
md_trouble_checked;md_troubleticket;TroubleTicket: установка проверено;1.4.12
md_trouble_close;md_troubleticket;TroubleTicket: закрытие заданий;1.4.6
md_trouble_gp;md_troubleticket;TroubleTicket: установка статуса 'Дом под ГП';1.4.2
md_trouble_grafik;md_troubleticket;TroubleTicket: постановка в график;1.4.1
md_trouble_grafik_del;md_troubleticket;TroubleTicket: удаление из графика;1.4.3
md_trouble_grafik_today;md_troubleticket;TroubleTicket: постановка в график на текущий день;1.4.1.1
md_trouble_opening_closed;md_troubleticket;TroubleTicket: открытие закрытых заданий;1.4.7
md_trouble_otlozh;md_troubleticket;TroubleTicket: откладывание заданий;1.4.5
md_trouble_payment;NULL;Корректировки платежей;1.9
md_trouble_payment_correct;md_trouble_payment;Коррект. платежей - корректировка;1.9.1
md_trouble_payment_manual;md_trouble_payment;Коррект. платежей - ручная корректировка;1.9.2
md_trouble_prin;md_troubleticket;TroubleTicket: принято в работу;1.4.14
md_trouble_raschet;md_troubleticket;TroubleTicket: pасчет для узла;1.4.9
md_trouble_raschet_change;md_troubleticket;TroubleTicket: корректировка pасчета для узла;1.4.10
md_trouble_voices;md_troubleticket;TroubleTicket: записи разговоров;1.4.11
md_tt_operator;md_stats;Отчет выполнения задания по ТТ операторами;1.128.72
md_tv_channels;NULL;TV каналы;1.50
md_tv_packages;md_tv_channels;TV пакеты;1.50.1
md_users;md_welcome;Сотрудники компании;1.1.1
md_userside;NULL;UserSide;1.135
md_users_admin;md_admin;Админ - Управление пользователями;1.51.13
md_users_it;NULL;Редактирование сотрудников для ИТ;1.97
md_users_wages;md_users;Карточка пользователя: Данные о зарплате;1.52.3
md_vacation_setting;md_stats;Отчет по услуге отпуск по параметрам;1.128.63
md_welcome;NULL;Планировщик;1.1
md_welcome_old;NULL;Планировщик;1.116
md_wiki;NULL;Wiki 2КОМ;1.115
md_wiki_adm;md_wiki;Wiki (Развитие сети);1.115.3
md_wiki_admin;md_wiki;Wiki (Администратор);1.115.1
md_wiki_adm_edit;md_wiki;Wiki (Развитие сети. Редактирование);1.115.4
md_wiki_dnp;md_wiki;Wiki (Новые продукты);1.115.16
md_wiki_dnp_edit;md_wiki;Wiki (Новые продукты. Редактирование);1.115.17
md_wiki_iptv;md_wiki;Wiki (IPTV);1.115.11
md_wiki_iptv_edit;md_wiki;Wiki (IPTV. Редактирование);1.115.12
md_wiki_net_admin;md_wiki;Wiki (Сетевые администраторы);1.115.5
md_wiki_net_admin_edit;md_wiki;Wiki (Сетевые администраторы. Редактирование);1.115.6
md_wiki_net_research;md_wiki;Wiki (Сетевые разработки);1.115.7
md_wiki_net_research_edit;md_wiki;Wiki (Сетевые разработки. Редактирование);1.115.13
md_wiki_service;md_wiki;Wiki (Эксплуатация и подключения);1.115.8
md_wiki_service_edit;md_wiki;Wiki (Эксплуатация и подключения. Редактирование);1.115.9
md_wiki_tech_support;md_wiki;Wiki (Тех. поддержка);1.115.2
md_wiki_tech_support_edit;md_wiki;Wiki (Тех. поддержка. Редактирование);1.115.14
md_wiki_web;md_wiki;Wiki (Веб-разработка);1.115.10
md_wiki_web_edit;md_wiki;Wiki (Веб-разработка. Редактирование);1.115.15
md_workflow;NULL;Сотрудники;1.36
md_workflow_show_hidden;md_workflow;Сотрудники: Просмотр мобильного телефона CEO;1.36.1
md_workgraph;NULL;График подключений (новый);1.18
md_workgraphcorp;NULL;График корпоративных подключений;1.112
md_workgraphcorp_control;md_workgraphcorp;График корпоративных подключений: управление;1.112.1
md_workgraphcorp_ex;md_workgraphcorp;График корпоративных подключений. Расширенные права;1.112.4
md_workgraphcorp_order;md_workgraphcorp;График корпоративных подключений: размещение заявок;1.112.2
md_workgraphex;NULL;График эксплуатации (новый);1.20
md_workgraph_control;md_workgraph;График подключений: управление;1.18.4
md_workgraph_tmpl;NULL;График подключений (шаблон);1.19
md_workgraph_tmpl_trans;NULL;График подключений (шаблон): перенос шаблона в график;1.19.1
md_zabbix;NULL;Zabbix;1.129
md_zpsave;md_setevik_zp;Расчёт зарплаты монтажникам: утверждение оплат;1.28.1.1
mx_b2x_advanced;md_b2x_orders;AlmaProject. Расширенный отчет по проектам;1.140.11
mx_b2x_calc_admin;md_b2x_orders;AlmaProject. Администрирование калькулятора предварительной проработки;1.140.16
mx_b2x_calc_stat;md_b2x_orders;AlmaProject. Статистика использования калькулятора предварительной проработки;1.140.17
mx_b2x_change_step_start;md_b2x_orders;AlmaProject. Отложенное оповещение о старте этапа проекта (для Отдела обслуживания B2B);1.140.22
mx_b2x_debts;md_b2x_orders;AlmaProject. Просмотр долгов по документам;1.140.10
mx_b2x_diag_spr;md_b2x_orders;AlmaProject. Администрирование диаграммы строительства;1.140.36
mx_b2x_equipment_podbor;md_b2x_orders;AlmaProject. Подбор оборудования;1.140.3
mx_b2x_equipment_zakupka;md_b2x_orders;AlmaProject. Закупка оборудования;1.140.4
mx_b2x_ik_b2b_save;md_b2x_orders;Инвест-кейс. Сохранение выручки B2B;1.140.27
mx_b2x_ik_capex_save;md_b2x_orders;Инвест-кейс. Сохранение затрат CAPEX;1.140.28
mx_b2x_ik_opex_save;md_b2x_orders;Инвест-кейс. Сохранение затрат OPEX;1.140.29
mx_b2x_koord;md_b2x_orders;AlmaProject. Расширенные права для координаторов строительства;1.140.21
mx_b2x_korr_stat;md_b2x_orders;AlmaProject. Отчет по корректировкам счетов;1.140.18
mx_b2x_make_vip;md_b2x_orders;AlmaProject. Установка VIP-приоритета;1.140.19
mx_b2x_no_kodcl;md_b2x_orders;Создание проектов без кода клиента;1.140.31
mx_b2x_orders_b2o;md_b2x_orders;AlmaProject. Права для департамента B2O;1.140.13
mx_b2x_orders_crater;md_b2x_orders;AlmaProject. Воронка проектов;1.140.33
mx_b2x_orders_dashboard;md_b2x_orders;AlmaProject. Дэшборд руководителя;1.140.24
mx_b2x_orders_ik_admin;md_b2x_orders;AlmaProject. Администрирование инвест-кейсов;1.140.26
mx_b2x_orders_move;md_b2x_orders;AlmaProject. Отчет о движении проектов;1.140.34
mx_b2x_orders_move_adv;md_b2x_orders;AlmaProject. Отчет о движении проектов расширенный;1.140.35
mx_b2x_orders_otd_rasch;md_b2x_orders;AlmaProject. Запуск процесса блокировки / разблокировки;1.140.30
mx_b2x_orders_sip;md_b2x_orders;AlmaProject. Согласование бизнес-кейса;1.140.12
mx_b2x_orders_stats;md_b2x_orders;AlmaProject. Отчет по просроченным этапам проектов;1.140.7
mx_b2x_orders_upgrade;md_b2x_orders;AlmaProject. Запуск процесса модернизации;1.140.20
mx_b2x_orders_view_all;md_b2x_orders;AlmaProject. Просмотр всех проектов;1.140.8
mx_b2x_orders_view_podch;md_b2x_orders;AlmaProject. Просмотр проектов подчиненных;1.140.9
mx_b2x_oup;md_b2x_orders;AlmaProject. Расширенные права для ОУП;1.140.6
mx_b2x_tasks_admin;md_b2x_tasks;AlmaProject. Администрирование типов задач B2X;1.140.2.1
mx_b2x_video_admin;md_b2x_orders;AlmaProject. Администрирование видеонаблюдения;1.140.23
mx_docsflow_dep;md_docsflow;Документооборот. Доступ по всему отделу;1.153.2
mx_documents_edit;md_documents;Документы: работа с файлами;1.41.2
mx_doma_edit_nettype;md_doma_edit;Наши дома: редактирование типа подключения;1.29.27.4
mx_doma_edit_passport;md_doma;Наши дома: паспорт дома;1.29.30
mx_doma_move_tasks;md_doma;Перенос задач с дома на дом;1.29.31
mx_help_admin;md_help;Помощь и техническая документация. Редактирование;1.146.1
mx_help_tech;md_help;Помощь и техническая документация. Чтение технических описаний;1.146.2
mx_map_draw_net_new;md_map;Карта подключенных домов Новая;1.125.18
mx_map_draw_net_tpr;md_map;Карта подключенных домов. Редактирование ТПР;1.125.17
mx_meeting_all;md_meeting;Совещания: просмотр всех совещаний;1.12.2
mx_network_public;md_network;Работы на сети. Публикация на сайтах;1.35.1
mx_obzvon_promotion_report;md_obzvon_promotion;Отчет по звонкам;1.164.1
mx_office_call;NULL;Набор офисного телефона из WF;1.144
mx_office_memo_acc;md_office_memo;Служебные записки. Права для бухгалтера;1.152.2
mx_office_memo_view_all;md_office_memo;Просмотр всех служебных записок;1.152.1
mx_ordcorp_cantpodkl;md_ordcorp;Заявки B2B: перевод заявок в статус Обслуживание;1.21.4
mx_ordcorp_spec;md_ordcorp;Заявки B2B: выбор файла спецификации;1.21.6
mx_orders_promocode;md_orders;Заявка B2C. Ввод промокода;1.15.22
mx_presale_reports;md_presale;PreSale.Отчёты;1.150.1
mx_scheduler_itk;md_scheduler;Приостановка и перенос сроков проектов с IT-комитета;1.10.5
mx_scheduler_view_all;md_scheduler;Проекты: просмотр всех проектов;1.10.3
mx_stats_users_activity_all;md_stats_users_activity;Просмотр статистики по всем отделам и сотрудникам;1.128.102.1
mx_streets_nofias;pl_streets;Управление улицами: добавление без ФИАС;1.51.34.1
mx_task_points_all;md_task_points;Проекты: чеклисты - редактирование всего;1.10.4.5
mx_task_points_del_all;md_task_points;Проекты: чеклисты - удаление любых;1.10.4.4
mx_troubleticket_alarmers;md_troubleticket;TroubleTicker. Связка инцидентов;1.4.24
mx_troubleticket_calltime;md_troubleticket;TroubleTicket: установка времени звонка;1.4.17
mx_troubleticket_change_numdog;md_troubleticket;TroubleTicket: Смена номера договора или услуги;1.4.19
mx_troubleticket_claim;md_troubleticket;Установка признака Претензия;1.4.18
mx_troubleticket_control;md_troubleticket;Контроль ТТ B2B;1.4.25
mx_troubleticket_csv;md_troubleticket;TroubleTicket: выгрузка csv;1.4.22
mx_troubleticket_edit;md_troubleticket;TroubleTicket: редактирование описания;1.4.21
mx_troubleticket_forms;md_troubleticket;Использование кастомных форм ТТ;1.4.20
mx_troubleticket_forms_admin;md_admin;Администрирование кастомных форм ТТ;1.51.49
mx_troubleticket_neresheno;md_troubleticket;TroubleTicket: cмена статуса на не решено;1.4.23
mx_troubleticket_risks_admin;md_admin;Администрирование зон риска;1.51.51
mx_users_change_password_all;md_users;Админ - Управление пользователями - Смена паролей любому сотруднику;1.52.4
mx_wf_access_edit_all;md_admin_wf_access;Редактирование всех пользователей;1.51.55.1
mx_workflow_editphoto;md_workflow;Загрузка фото через карточку сотрудника;1.36.2
mx_workflow_excel_json;NULL;Доступ к выгрузке данных всех работников;1.155
mx_workgraphex_cells;md_workgraphex;График эксплуатации (новый): добавление ячеек;1.20.2
off_pl_deldom;md_admin;Админ - Удаление дома;1.51.18
off_pl_rename_dom;md_admin;Админ - Переименование дома;1.51.31
off_pl_streets;md_admin;Админ - Управление улицами;1.51.34
orders_see_pass;md_orders;Заявки: просмотр логина/пароля;1.15.21
pl_address;md_admin;Управление адресами;1.51.50
pl_callbacksadm;md_admin;Админ - Управление перезвоном;1.51.14
pl_callblacklist;md_admin;Черный список модуля Телепродажи B2C и RTM;1.51.3
pl_celmarkadm;md_admin;Админ - управление целевым маркетингом;1.51.4
pl_chaddr;md_admin;Админ - Смена адреса заявки;1.51.15
pl_chauthor;md_admin;Админ - Смена автора задачи;1.51.16
pl_chstatus;md_admin;Админ - Смена статуса задачи;1.51.17
pl_comments;NULL;Комментарии к задачам;1.48
pl_delorder;md_admin;Админ - Удаление заявки;1.51.19
pl_dolzn_change;NULL;Админ - Управление пользователями - Перевод сотрудника в другую должность;1.52.2
pl_dolzn_phone_corp;md_dolzn_rights;Редактирование лимита моб. связи;1.13.1
pl_dom_double;md_admin;Админ - Дубли домов;1.51.20
pl_extra_works;NULL;Дополнительные работы у клиента;1.134
pl_journal_obj;md_admin;Админ - Объекты журнала;1.51.21
pl_journal_types;md_admin;Админ - Типы объектов журнала;1.51.22
pl_light_form;md_users;Админ - Управление пользователями - Краткая форма заведения нового сотрудника;1.52.1
pl_massaccess;md_admin;Админ - Массовая установка доступа к модулям;1.51.23
pl_multilogin;NULL;Множественный вход в систему;1.85
pl_ordcorp_change_services;md_admin;Редактор услуг для заявок B2B;1.51.24
pl_ordcorp_tmpl;md_admin;Редактор шаблонов для заявок B2B;1.51.25
pl_order_infos;md_admin;Откуда узнали;1.51.26
pl_penalty_reason;md_admin;Админ - Причины нарушений;1.51.27
pl_poruch;md_admin;Админ - Смена исполнителя задачи;1.51.28
pl_region_uzel;md_admin;Админ - Распределение районов по узлам;1.51.29
pl_remote_telesalesadm;md_admin;Управление удаленными телепродажами B2C;1.51.30
pl_sales_channels;md_admin;Админ - Каналы продаж;1.51.32
pl_sales_channels_utm;md_admin;Админ - Каналы продаж по UTM;1.51.33
pl_sms;NULL;SMS-сообщения;1.49
pl_subscribe;md_admin;Админ - Подписывание к задачам;1.51.35
pl_syslog;md_admin;Админ - Системный лог;1.51.36
pl_task_status;md_admin;Админ - Статусы задач;1.51.37
pl_task_status_sogl;NULL;Согласование статусов как начальник отдела;1.89
pl_teleb2badm;md_admin;Админ - управление телепродажами B2B;1.51.38
pl_telephonyadm;md_admin;Управление телефонией клиентов;1.51.48
pl_telesalesadm;md_admin;Админ - управление телепродажами B2C;1.51.39
pl_trouble_har;md_admin;Админ - Характеристики заданий (troubleticket);1.51.40
pl_trouble_prich;md_admin;Админ - Причины проблем (troubleticket);1.51.41
pl_unsubscribe;md_admin;Админ - Отписывание от задач;1.51.42
pl_useraccess;md_admin;Админ - Просмотр доступа к модулям;1.51.43
pl_userday;md_admin;Админ - Сессии пользователей по дням;1.51.44
pl_usersess;md_admin;Админ - Сессии пользователей;1.51.45
pl_wifi;md_admin;Админ - сети Wi-fi;1.51.46
script_fias_guid_confirm;md_doma;Подтверждение ФИАС кода для адресов;1.29.24
script_fias_guid_set;md_doma;Заполнение ФИАС кода для адресов;1.29.25
workgraphex_query_intervals;md_workgraphex;График эксплуатации (новый): настройки интервалов снятия очереди;1.20.1
workgraph_close_resources;md_workgraph;График подключений: закрытие ресурсов;1.18.1
workgraph_multiple;md_workgraphcorp;Много-ячеистая постановка в график B2B;1.112.3
workgraph_open_resources;md_workgraph;График подключений: открытие ресурсов;1.18.3
workgraph_query_intervals;md_workgraph;График подключений: настройки интервалов снятия очереди;1.18.2
